title,magnitude,date_time,cdi,mmi,alert,expected_alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,country,year,month,earthquake_intensity_category,alert_color,refined_alert
"M 6.5 - 46 km NE of Ruteng, Indonesia",6.5,3/25/2003 2:53,0.0,7.0,orange,orange,0,650.0,us,247.0,0.0,0,mwc,33.0,-8.294,120.743,"Ruteng, Indonesia",Indonesia,2003,3,Severe,orange,orange
"M 6.8 - 114 km ESE of Kokopo, Papua New Guinea",0.115384615,3/11/2003 7:27,0.0,0.714285714,green,green,0,0.02699115,us,0.469498911,0.0,0,mwc,0.05400459,-4.694,153.238,Kokopo,Papua New Guinea,2003,3,Very Light,green,green
"M 7.6 - 16 km SSW of Cuyutlán, Mexico",7.6,1/22/2003 2:06,0.0,7.0,orange,orange,0,889.0,us,551.0,0.0,0,mwb,24.0,18.77,-104.104,"Cuyutlán, Mexico",Mexico,2003,1,Severe,orange,orange
"M 6.5 - 33 km S of Puerto San José, Guatemala",6.5,1/21/2003 2:46,0.0,6.0,orange,orange,0,650.0,us,316.0,0.0,0,mwc,24.0,13.626,-90.774,"Puerto San José, Guatemala",Indonesia,2003,1,Moderate,orange,orange
"M 7.3 - 126 km W of Kirakira, Solomon Islands",7.3,1/20/2003 8:43,0.0,6.0,orange,orange,0,820.0,us,457.0,0.0,0,mwc,33.0,-10.491,160.77,"Kirakira, Solomon Islands",Indonesia,2003,1,Moderate,orange,orange
"M 6.7 - 191 km SE of Kokopo, Papua New Guinea",0.076923077,1/10/2003 13:11,0.0,0.428571429,green,green,0,0.018141593,us,0.351851852,0.0,0,mwb,0.101558632,-5.311,153.701,Kokopo,Papua New Guinea,2003,1,Very Light,green,green
"M 6.7 - 9 km S of Aktash, Russia",6.7,1/10/2003 1:03,0.0,7.0,green,green,0,691.0,us,643.0,0.0,0,mwb,10.0,50.211,87.721,"Aktash, Russia",Russia,2003,1,Severe,green,green
"M 6.7 - New Ireland region, Papua New Guinea",0.076923077,12/12/2002 8:30,0.0,0.571428571,green,green,0,0.018141593,us,0.493464052,0.0,0,mwb,0.0447038,-4.786,153.275,New Ireland region,Papua New Guinea,2002,12,Very Light,green,green
"M 6.7 - New Ireland region, Papua New Guinea",6.7,12/12/2002 8:30,0.0,6.0,orange,orange,0,691.0,us,453.0,0.0,0,mwb,34.0,-4.786,153.275,"New Ireland region, Papua New Guinea",Papua New Guinea,2002,12,Moderate,orange,orange
"M 7.9 - 75 km E of Cantwell, Alaska",0.538461538,11/3/2002 22:12,0.888888889,1.0,green,green,0,0.486725664,ak,0.0,0.0,0,mw,0.0,63.5141,-147.453,"Cantwell, Alaska",USA,2002,11,Very Light,green,green
"M 7.4 - 50 km NW of Sinabang, Indonesia",0.346153846,11/2/2002 1:26,0.0,0.714285714,green,green,0,0.084955752,us,0.455337691,0.0,0,mwb,0.03870329,2.824,96.085,Sinabang,Indonesia,2002,11,Very Light,green,green
"M 6.6 - 53 km ENE of Cantwell, Alaska",6.6,10/23/2002 11:27,0.0,7.0,green,green,0,670.0,ak,0.0,0.0,0,mww,4.2,63.5144,-147.912,"Cantwell, Alaska",United States of America,2002,10,Severe,green,green
"M 6.7 - 72 km S of Manokwari, Indonesia",0.076923077,10/10/2002 12:28,0.0,0.714285714,green,green,0,0.018141593,us,0.272331155,0.0,0,ms,0.00870074,-1.511,133.973,Manokwari,Indonesia,2002,10,Very Light,green,green
"M 6.7 - 72 km S of Manokwari, Indonesia",6.7,10/10/2002 12:28,0.0,7.0,green,green,0,691.0,us,250.0,0.0,0,ms,10.0,-1.511,133.973,"Manokwari, Indonesia",Indonesia,2002,10,Severe,green,green
"M 7.6 - 102 km SSE of Manokwari, Indonesia",0.423076923,10/10/2002 10:50,0.0,0.714285714,green,green,0,0.105752212,us,0.408496732,0.0,0,mwc,0.00870074,-1.757,134.297,Manokwari,Indonesia,2002,10,Very Light,green,green
"M 7.6 - 102 km SSE of Manokwari, Indonesia",7.6,10/10/2002 10:50,0.0,7.0,green,green,0,889.0,us,375.0,0.0,0,mwc,10.0,-1.757,134.297,"Manokwari, Indonesia",Indonesia,2002,10,Severe,green,green
"M 6.7 - 11 km SE of Aitape, Papua New Guinea",6.7,10/1/2002 11:14,0.0,8.0,green,red,0,691.0,us,333.0,0.0,1,mwc,11.0,-3.212,142.427,"Aitape, Papua New Guinea",Papua New Guinea,2002,10,Severe,red,red
"M 6.5 - 152 km NNE of Bamboo Flat, India",6.5,9/13/2002 22:28,0.0,6.0,orange,orange,0,650.0,us,646.0,0.0,0,mwc,21.0,13.036,93.068,"Bamboo Flat, India",India,2002,9,Moderate,orange,orange
"M 7.6 - 68 km ESE of Aitape, Papua New Guinea",0.423076923,9/8/2002 18:44,0.0,0.714285714,green,green,0,0.105752212,us,0.466230937,0.0,0,mwc,0.013201122,-3.302,142.945,Aitape,Papua New Guinea,2002,9,Very Light,green,green
"M 6.5 - 114 km SSE of San Jose Village, Northern Mariana Islands",6.5,8/14/2002 13:57,0.0,4.0,green,green,0,650.0,us,260.0,0.0,0,mwc,30.0,14.101,146.199,"San Jose Village, Northern Mariana Islands",Indonesia,2002,8,Light,green,green
"M 7.6 - 68 km ESE of Aitape, Papua New Guinea",7.6,8/9/2002 18:44,0.0,7.0,green,green,0,889.0,us,428.0,0.0,0,mwc,13.0,-3.302,142.945,"Aitape, Papua New Guinea",Papua New Guinea,2002,8,Severe,green,green
"M 6.5 - 14 km SE of Punta de Burica, Panama",6.5,7/31/2002 0:16,0.0,7.0,green,green,0,650.0,us,533.0,0.0,0,mwc,10.0,7.929,-82.793,"Punta de Burica, Panama",Panama,2002,7,Severe,green,green
"M 6.5 - 59 km SSW of Abhar, Iran",6.5,6/22/2002 2:58,0.0,8.0,green,red,0,650.0,us,555.0,0.0,1,mwc,10.0,35.626,49.047,"Abhar, Iran",Iran,2002,6,Severe,red,red
"M 6.6 - 20 km SW of Monte Patria, Chile",6.6,6/18/2002 13:56,0.0,7.0,green,green,0,670.0,us,420.0,0.0,0,mwb,54.0,-30.805,-71.124,"Monte Patria, Chile",Chile,2002,6,Severe,green,green
"M 6.7 - 190 km NW of Sola, Vanuatu",6.7,6/17/2002 21:26,0.0,5.0,green,green,0,691.0,us,272.0,0.0,0,mwc,33.0,-12.592,166.383,"Sola, Vanuatu",Indonesia,2002,6,Moderate,green,green
"M 7.5 - Mindanao, Philippines",7.5,5/3/2002 21:16,0.0,7.0,orange,orange,0,865.0,us,321.0,0.0,0,mwc,31.0,6.033,124.249,"Mindanao, Philippines",Philippines,2002,5,Severe,orange,orange
"M 6.6 - 125 km E of Kimbe, Papua New Guinea",6.6,5/2/2002 13:27,0.0,6.0,orange,orange,0,670.0,us,444.0,0.0,0,mwc,39.0,-5.345,151.248,"Kimbe, Papua New Guinea",Papua New Guinea,2002,5,Moderate,orange,orange
"M 7.1 - 20 km SSW of Merizo Village, Guam",7.1,4/26/2002 16:06,0.0,7.0,green,green,0,776.0,us,257.0,0.0,0,mwc,85.7,13.088,144.619,"Merizo Village, Guam",United States of America,2002,4,Severe,green,green
"M 6.7 - 31 km SW of Copiapó, Chile",6.7,4/18/2002 16:08,0.0,7.0,green,green,0,691.0,us,462.0,0.0,0,mwb,62.0,-27.535,-70.586,"Copiapó, Chile",Chile,2002,4,Severe,green,green
"M 6.8 - 27 km SSW of Nuxco, Mexico",6.8,4/18/2002 5:02,0.0,6.0,orange,orange,0,711.0,us,292.0,0.0,0,mwc,24.9,16.985,-100.865,"Nuxco, Mexico",Indonesia,2002,4,Moderate,orange,orange
"M 7.1 - 67 km ENE of Hualien City, Taiwan",7.1,3/31/2002 6:52,0.0,6.0,orange,orange,0,776.0,us,550.0,0.0,0,mwc,32.8,24.279,122.179,"Hualien City, Taiwan",Indonesia,2002,3,Moderate,orange,orange
"M 6.5 - 107 km NE of Calama, Chile",6.5,3/28/2002 4:56,0.0,5.0,green,green,0,650.0,us,486.0,0.0,0,mwc,125.1,-21.663,-68.329,"Calama, Chile",Chile,2002,3,Moderate,green,green
"M 7.9 - 75 km E of Cantwell, Alaska",7.9,3/11/2002 22:12,8.0,9.0,green,red,0,1750.0,ak,0.0,0.0,1,mw,4.2,63.5141,-147.453,"Cantwell, Alaska",United States of America,2002,3,Severe,red,red
"M 7.5 - Mindanao, Philippines",0.384615385,3/5/2002 21:16,0.0,0.714285714,green,green,0,0.095132743,us,0.349673203,0.0,0,mwc,0.040203417,6.033,124.249,Mindanao,Philippines,2002,3,Very Light,green,green
"M 7.4 - 51 km SW of Jurm, Afghanistan",0.346153846,3/3/2002 12:08,0.0,0.428571429,green,green,0,0.084955752,us,0.150326797,0.0,0,mwc,0.332128231,36.502,70.482,Jurm,Afghanistan,2002,3,Very Light,green,green
"M 7.4 - 51 km SW of Jurm, Afghanistan",7.4,3/3/2002 12:08,0.0,5.0,green,green,0,842.0,us,138.0,0.0,0,mwc,225.6,36.502,70.482,"Jurm, Afghanistan",Afghanistan,2002,3,Moderate,green,green
"M 6.5 - 5 km NE of Sultanda, Turkey",6.5,3/2/2002 7:11,0.0,7.0,green,green,0,650.0,us,482.0,0.0,0,mwc,5.0,38.573,31.271,"Sultanda, Turkey",Turkey,2002,3,Severe,green,green
"M 6.6 - 33 km WNW of Port-Vila, Vanuatu",6.6,3/1/2002 10:17,0.0,6.0,green,green,0,670.0,us,386.0,0.0,0,mwc,10.0,-17.664,168.004,"Port-Vila, Vanuatu",Vanuatu,2002,3,Moderate,green,green
"M 7.4 - 50 km NW of Sinabang, Indonesia",7.4,2/11/2002 1:26,0.0,7.0,orange,orange,0,842.0,us,418.0,0.0,0,mwb,30.0,2.824,96.085,"Sinabang, Indonesia",Indonesia,2002,2,Severe,orange,orange
"M 6.6 - 125 km E of Kimbe, Papua New Guinea",0.038461538,2/5/2002 13:27,0.0,0.571428571,green,green,0,0.008849558,us,0.483660131,0.0,0,mwc,0.052204437,-5.345,151.248,Kimbe,Papua New Guinea,2002,2,Very Light,green,green
"M 6.5 - 5 km NE of Sultanda, Turkey",0.0,2/3/2002 7:11,0.0,0.714285714,green,green,0,0.0,us,0.525054466,0.0,0,mwc,0.001200102,38.573,31.271,Sultanda,Turkey,2002,2,Very Light,green,green
"M 7.2 - 50 km WNW of Port-Vila, Vanuatu",7.2,2/1/2002 17:22,0.0,6.0,orange,orange,0,798.0,us,427.0,0.0,0,mwc,21.0,-17.6,167.856,"Port-Vila, Vanuatu",Vanuatu,2002,2,Moderate,orange,orange
"M 6.7 - 11 km SE of Aitape, Papua New Guinea",0.076923077,1/10/2002 11:14,0.0,0.857142857,green,green,0,0.018141593,us,0.362745098,0.0,0,mwc,0.010200867,-3.212,142.427,Aitape,Papua New Guinea,2002,1,Very Light,green,green
"M 6.6 - 33 km WNW of Port-Vila, Vanuatu",0.038461538,1/3/2002 10:17,0.0,0.571428571,green,green,0,0.008849558,us,0.420479303,0.0,0,mwc,0.00870074,-17.664,168.004,Port-Vila,Vanuatu,2002,1,Very Light,green,green
"M 7.2 - 50 km WNW of Port-Vila, Vanuatu",0.269230769,1/2/2002 17:22,0.0,0.571428571,green,green,0,0.065486726,us,0.465141612,0.0,0,mwc,0.025202142,-17.6,167.856,Port-Vila,Vanuatu,2002,1,Very Light,green,green
"M 6.8 - 22 km WNW of Malango, Solomon Islands",6.8,12/23/2001 22:52,0.0,7.0,green,green,0,711.0,us,385.0,0.0,0,mwc,16.0,-9.613,159.53,"Malango, Solomon Islands",Solomon Islands,2001,12,Severe,green,green
"M 6.8 - 62 km SSW of Yonakuni, Japan",6.8,12/18/2001 4:02,0.0,5.0,green,green,0,711.0,us,499.0,0.0,0,mwc,14.0,23.954,122.734,"Yonakuni, Japan",Indonesia,2001,12,Moderate,green,green
"M 7.0 - 69 km SSE of Inarajan Village, Guam",7.0,12/10/2001 15:02,0.0,6.0,orange,orange,0,754.0,us,482.0,0.0,0,mwc,37.0,12.686,144.98,"Inarajan Village, Guam",Indonesia,2001,12,Moderate,orange,orange
"M 6.5 - 3 km NW of Hanamaki, Japan",0.0,12/2/2001 13:01,0.0,0.428571429,green,green,0,0.0,us,0.659041394,0.0,0,mwc,0.17941525,39.402,141.089,Hanamaki,Japan,2001,12,Very Light,green,green
"M 7.8 - Southern Qinghai, China",7.8,11/14/2001 9:26,0.0,9.0,green,red,0,936.0,us,368.0,0.0,1,mwc,10.0,35.946,90.541,"Southern Qinghai, China",People's Republic of China,2001,11,Severe,red,red
"M 6.5 - 108 km WNW of Manokwari, Indonesia",6.5,11/9/2001 14:56,0.0,6.0,orange,orange,0,650.0,us,174.0,0.0,0,mwc,33.0,-0.578,133.13,"Manokwari, Indonesia",Indonesia,2001,11,Moderate,orange,orange
"M 7.0 - 40 km S of Kimbe, Papua New Guinea",7.0,10/31/2001 9:10,0.0,7.0,orange,orange,0,754.0,us,254.0,0.0,0,mwc,33.0,-5.912,150.196,"Kimbe, Papua New Guinea",Papua New Guinea,2001,10,Severe,orange,orange
"M 7.5 - 155 km E of Kendari, Indonesia",7.5,10/19/2001 3:28,0.0,6.0,orange,orange,0,865.0,us,234.0,0.0,0,mwc,33.0,-4.102,123.907,"Kendari, Indonesia",Indonesia,2001,10,Moderate,orange,orange
"M 7.0 - 69 km SSE of Inarajan Village, Guam",0.192307692,10/12/2001 15:02,0.0,0.571428571,green,green,0,0.046017699,us,0.525054466,0.0,0,mwc,0.049204182,12.686,144.98,"Inarajan Village, Guam",USA,2001,10,Very Light,green,green
"M 6.9 - 47 km S of Old Harbor, Alaska",6.9,10/1/2001 16:02,5.0,7.0,orange,orange,0,745.0,ak,0.0,0.0,0,mww,36.4,56.7744,-153.281,"Old Harbor, Alaska",Indonesia,2001,10,Severe,orange,orange
"M 6.5 - 108 km WNW of Manokwari, Indonesia",0.0,9/11/2001 14:56,0.0,0.571428571,green,green,0,0.0,us,0.189542484,0.0,0,mwc,0.043203672,-0.578,133.13,Manokwari,Indonesia,2001,9,Very Light,green,green
"M 7.1 - 16 km NE of Port-Olry, Vanuatu",7.1,9/1/2001 16:49,0.0,7.0,green,green,0,776.0,us,372.0,0.0,0,mwb,103.0,-14.928,167.17,"Port-Olry, Vanuatu",Vanuatu,2001,9,Severe,green,green
"M 6.6 - 74 km S of Kokhanok, Alaska",6.6,7/28/2001 7:32,6.0,6.0,green,green,0,754.0,ak,0.0,0.0,0,mw,131.8,58.775,-154.701,"Kokhanok, Alaska",United States of America,2001,7,Moderate,green,green
"M 6.5 - 32 km WNW of Skýros, Greece",6.5,7/26/2001 0:21,0.0,8.0,green,red,0,650.0,us,483.0,0.0,1,mwc,10.0,39.059,24.244,"Skýros, Greece",Greece,2001,7,Severe,red,red
"M 7.6 - 51 km SW of Punta de Bombón, Peru",7.6,7/7/2001 9:38,0.0,7.0,orange,orange,0,889.0,us,398.0,0.0,0,mwc,33.0,-17.543,-72.077,"Punta de Bombón, Peru",Peru,2001,7,Severe,orange,orange
"M 7.6 - 51 km SW of Punta de Bombón, Peru",0.423076923,7/7/2001 9:38,0.0,0.714285714,green,green,0,0.105752212,us,0.433551198,0.0,0,mwc,0.043203672,-17.543,-72.077,Punta de Bombón,Peru,2001,7,Very Light,green,green
"M 6.6 - 31 km S of Achanizo, Peru",0.038461538,7/5/2001 13:53,0.0,0.714285714,green,green,0,0.008849558,us,0.352941176,0.0,0,mwc,0.08670737,-16.086,-73.987,Achanizo,Peru,2001,7,Very Light,green,green
"M 6.7 - 34 km WSW of Pacocha, Peru",6.7,6/26/2001 4:18,0.0,6.0,orange,orange,0,691.0,us,422.0,0.0,0,mwc,24.0,-17.745,-71.649,"Pacocha, Peru",Peru,2001,6,Moderate,orange,orange
"M 8.4 - 6 km SSW of Atico, Peru",8.4,6/23/2001 20:33,0.0,8.0,green,green,0,1086.0,official,518.0,0.0,0,mww,33.0,-16.265,-73.641,"Atico, Peru",Peru,2001,6,Severe,green,green
"M 6.6 - 31 km S of Achanizo, Peru",6.6,5/7/2001 13:53,0.0,7.0,green,green,0,670.0,us,324.0,0.0,0,mwc,62.0,-16.086,-73.987,"Achanizo, Peru",Peru,2001,5,Severe,green,green
"M 6.7 - 128 km SSE of Panguna, Papua New Guinea",6.7,4/19/2001 21:43,0.0,6.0,green,green,0,691.0,us,282.0,0.0,0,mwc,17.0,-7.41,155.865,"Panguna, Papua New Guinea",Solomon Islands,2001,4,Moderate,green,green
"M 6.8 - 16 km SSW of Kure, Japan",6.8,3/24/2001 6:27,0.0,7.0,green,green,0,711.0,us,596.0,0.0,0,mwc,50.0,34.083,132.526,"Kure, Japan",Japan,2001,3,Severe,green,green
"M 6.5 - 41 km SSW of Ambon, Indonesia",6.5,3/19/2001 5:52,0.0,6.0,orange,orange,0,650.0,us,206.0,0.0,0,mwc,33.0,-4.029,128.02,"Ambon, Indonesia",Indonesia,2001,3,Moderate,orange,orange
"M 6.8 - 7 km SSE of Longbranch, Washington",6.8,2/28/2001 18:54,7.0,7.0,green,green,0,1441.0,uw,67.0,0.0,0,md,51.798,47.149,-122.727,"Longbranch, Washington",United States of America,2001,2,Severe,green,green
"M 7.1 - 137 km WNW of Ternate, Indonesia",7.1,2/24/2001 7:23,0.0,7.0,orange,orange,0,776.0,us,426.0,0.0,0,mwc,35.0,1.271,126.249,"Ternate, Indonesia",Indonesia,2001,2,Severe,orange,orange
"M 7.4 - 102 km SSE of Bengkulu, Indonesia",7.4,2/13/2001 19:28,0.0,6.0,orange,orange,0,842.0,us,221.0,0.0,0,mwc,36.0,-4.68,102.562,"Bengkulu, Indonesia",Indonesia,2001,2,Moderate,orange,orange
"M 6.6 - 5 km S of Cojutepeque, El Salvador",6.6,2/13/2001 14:22,0.0,8.0,green,red,0,670.0,us,273.0,0.0,1,mwc,10.0,13.671,-88.938,"Cojutepeque, El Salvador",El Salvador,2001,2,Severe,red,red
"M 6.5 - 3 km NW of Hanamaki, Japan",6.5,2/12/2001 13:01,0.0,5.0,green,green,0,650.0,us,605.0,0.0,0,mwc,123.8,39.402,141.089,"Hanamaki, Japan",Japan,2001,2,Moderate,green,green
"M 7.7 - 17 km NW of Bhachau, Kachchh, Gujarat, India",7.7,1/26/2001 3:16,0.0,9.0,green,red,0,912.0,us,472.0,0.0,1,mwc,16.0,23.419,70.232,"Bhachau, Kachchh, Gujarat, India",India,2001,1,Severe,red,red
"M 6.9 - 59 km WSW of Bengkulu, Indonesia",6.9,1/16/2001 13:25,0.0,6.0,orange,orange,0,732.0,us,117.0,0.0,0,mwb,28.0,-4.022,101.776,"Bengkulu, Indonesia",Indonesia,2001,1,Moderate,orange,orange
"M 7.7 - 28 km SSW of Puerto El Triunfo, El Salvador",7.7,1/13/2001 17:33,0.0,8.0,green,green,0,912.0,us,427.0,0.0,0,mwc,60.0,13.049,-88.66,"Puerto El Triunfo, El Salvador",Indonesia,2001,1,Severe,green,green
"M 6.9 - 47 km S of Old Harbor, Alaska",0.153846154,1/10/2001 16:02,0.555555556,0.714285714,green,green,0,0.042035398,ak,0.0,0.0,0,mw,0.048304106,56.7744,-153.281,"Old Harbor, Alaska",USA,2001,1,Very Light,green,green
"M 7.1 - 16 km NE of Port-Olry, Vanuatu",0.230769231,1/9/2001 16:49,0.0,0.714285714,green,green,0,0.055752212,us,0.405228758,0.0,0,mwb,0.148212598,-14.928,167.17,Port-Olry,Vanuatu,2001,1,Very Light,green,green
"M 6.8 - Mindanao, Philippines",0.115384615,1/1/2001 8:54,0.0,0.428571429,green,green,0,0.02699115,us,0.069716776,0.0,0,mwc,0.043203672,6.631,126.899,Mindanao,Philippines,2001,1,Very Light,green,green
"M 6.8 - Mindanao, Philippines",6.8,1/1/2001 8:54,0.0,5.0,green,green,0,711.0,us,64.0,0.0,0,mwc,33.0,6.631,126.899,"Mindanao, Philippines",Indonesia,2001,1,Moderate,green,green
"M 7.5 - 21 km SE of Lukatan, Philippines",0.384615385,1/1/2001 6:57,0.0,0.714285714,green,green,0,0.095132743,us,0.352941176,0.0,0,mwc,0.043203672,6.898,126.579,Lukatan,Philippines,2001,1,Very Light,green,green
"M 7.5 - 21 km SE of Lukatan, Philippines",7.5,1/1/2001 6:57,0.0,7.0,orange,orange,0,865.0,us,324.0,0.0,0,mwc,33.0,6.898,126.579,"Lukatan, Philippines",Philippines,2001,1,Severe,orange,orange
"M 7.2 - 75 km N of San Antonio de los Cobres, Argentina",7.2,12/5/2000 18:43,0.0,5.0,green,green,0,798.0,us,0.0,0.0,0,mwc,225.0,-23.548,-66.452,"San Antonio de los Cobres, Argentina",Argentina,2000,12,Moderate,green,green
"M 6.5 - 23 km SSE of Badamdar, Azerbaijan",6.5,11/25/2000 18:10,0.0,6.0,orange,orange,0,650.0,us,268.0,0.0,0,mwc,33.0,40.167,49.954,"Badamdar, Azerbaijan",Azerbaijan,2000,11,Moderate,orange,orange
"M 6.8 - 15 km SSE of Baku, Azerbaijan",6.8,11/25/2000 18:09,0.0,6.0,green,green,0,711.0,us,446.0,0.0,0,mwc,50.4,40.245,49.946,"Baku, Azerbaijan",Azerbaijan,2000,11,Moderate,green,green
"M 6.8 - 112 km SSW of Kokopo, Papua New Guinea",6.8,11/18/2000 6:54,0.0,6.0,orange,orange,0,711.0,us,402.0,0.0,0,mwb,33.0,-5.228,151.771,"Kokopo, Papua New Guinea",Papua New Guinea,2000,11,Moderate,orange,orange
"M 6.6 - 131 km SE of Kokopo, Papua New Guinea",6.6,11/18/2000 2:05,0.0,6.0,orange,orange,0,670.0,us,267.0,0.0,0,mwc,33.0,-5.097,153.181,"Kokopo, Papua New Guinea",Papua New Guinea,2000,11,Moderate,orange,orange
"M 7.8 - 138 km SSW of Kokopo, Papua New Guinea",7.8,11/17/2000 21:01,0.0,7.0,orange,orange,0,936.0,us,346.0,0.0,0,mwc,33.0,-5.496,151.781,"Kokopo, Papua New Guinea",Papua New Guinea,2000,11,Severe,orange,orange
"M 6.5 - 118 km ESE of Kokopo, Papua New Guinea",6.5,11/16/2000 7:45,0.0,6.0,orange,orange,0,650.0,us,71.0,0.0,0,mb,33.0,-4.827,153.226,"Kokopo, Papua New Guinea",Papua New Guinea,2000,11,Moderate,orange,orange
"M 7.8 - 135 km SE of Kokopo, Papua New Guinea",7.8,11/16/2000 7:42,0.0,7.0,orange,orange,0,936.0,us,294.0,0.0,0,mwc,30.0,-5.233,153.102,"Kokopo, Papua New Guinea",Indonesia,2000,11,Severe,orange,orange
"M 8.0 - 24 km N of Rabaul, Papua New Guinea",8.0,11/16/2000 4:54,0.0,7.0,orange,orange,0,985.0,us,254.0,0.0,0,mwc,33.0,-3.98,152.169,"Rabaul, Papua New Guinea",Papua New Guinea,2000,11,Severe,orange,orange
"M 6.5 - 24 km SSW of Larsen Bay, Alaska",6.5,11/7/2000 1:32,0.0,6.0,orange,orange,0,650.0,ak,0.0,0.0,0,mw,42.9,57.3546,-154.198,"Larsen Bay, Alaska",United States of America,2000,11,Moderate,orange,orange
"M 7.0 - 191 km ESE of Kokopo, Papua New Guinea",7.0,10/29/2000 8:37,0.0,7.0,green,green,0,754.0,us,60.0,0.0,0,mwc,50.0,-4.766,153.945,"Kokopo, Papua New Guinea",Papua New Guinea,2000,10,Severe,green,green
"M 6.8 - 29 km SW of Labuan, Indonesia",6.8,10/25/2000 9:32,0.0,6.0,orange,orange,0,711.0,us,415.0,0.0,0,mwc,38.0,-6.549,105.63,"Labuan, Indonesia",Indonesia,2000,10,Moderate,orange,orange
"M 6.5 - 24 km NNW of El Habillal, Mexico",6.5,9/8/2000 11:41,0.0,6.0,orange,orange,0,650.0,us,481.0,0.0,0,mwc,45.8,18.198,-102.48,"El Habillal, Mexico",Mexico,2000,9,Moderate,orange,orange
"M 6.8 - 98 km WSW of Ambon, Indonesia",6.8,8/28/2000 15:05,0.0,6.0,green,green,0,711.0,us,336.0,0.0,0,mwc,16.0,-4.11,127.394,"Ambon, Indonesia",Indonesia,2000,8,Moderate,green,green
"M 6.5 - 10 km SW of Juradó, Colombia",6.5,8/11/2000 6:59,0.0,7.0,green,green,0,650.0,us,462.0,0.0,0,mwc,17.0,7.042,-77.829,"Juradó, Colombia",Colombia,2000,8,Severe,green,green
"M 7.2 - 117 km SSW of Hihifo, Tonga",7.2,8/1/2000 16:47,0.0,6.0,green,green,0,798.0,us,0.0,0.0,0,mwc,183.4,-16.925,-174.248,"Hihifo, Tonga",Indonesia,2000,8,Moderate,green,green
"M 6.5 - 94 km SSE of Shimoda, Japan",6.5,7/30/2000 12:25,0.0,7.0,green,green,0,650.0,us,428.0,0.0,0,mwc,10.0,33.901,139.376,"Shimoda, Japan",Japan,2000,7,Severe,green,green
"M 6.6 - 227 km SE of Kandrian, Papua New Guinea",6.6,7/16/2000 3:57,0.0,5.0,green,green,0,670.0,us,367.0,0.0,0,mwc,10.0,-7.747,150.917,"Kandrian, Papua New Guinea",Indonesia,2000,7,Moderate,green,green
"M 6.7 - 98 km SSW of Bengkulu, Indonesia",6.7,7/6/2000 23:45,0.0,5.0,green,green,0,691.0,us,352.0,0.0,0,mwc,33.0,-4.612,101.905,"Bengkulu, Indonesia",Indonesia,2000,7,Moderate,green,green
"M 6.5 - 12 km ENE of Selfoss, Iceland",6.5,6/21/2000 0:51,0.0,9.0,green,red,0,650.0,us,351.0,0.0,1,mwc,10.0,63.98,-20.758,"Selfoss, Iceland",Iceland,2000,6,Severe,red,red
M 7.9 - South Indian Ocean,7.9,6/18/2000 14:44,0.0,5.0,green,green,0,960.0,us,405.0,0.0,0,mwc,10.0,-13.802,97.453,South Indian Ocean,Indonesia,2000,6,Moderate,green,green
"M 6.5 - 25 km E of Selfoss, Iceland",6.5,6/17/2000 15:40,0.0,8.0,green,red,0,650.0,us,406.0,0.0,1,mwc,10.0,63.966,-20.487,"Selfoss, Iceland",Iceland,2000,6,Severe,red,red
"M 6.5 - 52 km ENE of Kokopo, Papua New Guinea",6.5,6/12/2000 22:57,0.0,7.0,orange,orange,0,650.0,us,401.0,0.0,0,mwc,31.0,-4.218,152.725,"Kokopo, Papua New Guinea",Papua New Guinea,2000,6,Severe,orange,orange
"M 7.0 - 37 km E of Balkanabat, Turkmenistan",7.0,6/12/2000 17:11,0.0,7.0,orange,orange,0,754.0,us,495.0,0.0,0,mwc,30.0,39.566,54.799,"Balkanabat, Turkmenistan",Turkmenistan,2000,6,Severe,orange,orange
"M 6.7 - 8 km ESE of Matsue, Japan",6.7,6/10/2000 4:30,0.0,8.0,green,red,0,691.0,us,390.0,0.0,1,mwc,10.0,35.456,133.134,"Matsue, Japan",Japan,2000,6,Severe,red,red
"M 6.6 - 87 km ESE of Kimbe, Papua New Guinea",6.6,6/2/2000 11:33,0.0,6.0,orange,orange,0,670.0,us,0.0,0.0,0,mwc,33.0,-5.844,150.876,"Kimbe, Papua New Guinea",Papua New Guinea,2000,6,Moderate,orange,orange
"M 7.0 - 29 km WNW of Luganville, Vanuatu",7.0,4/10/2000 16:58,0.0,7.0,orange,orange,0,754.0,us,357.0,0.0,0,mwc,23.0,-15.421,166.91,"Luganville, Vanuatu",Vanuatu,2000,4,Severe,orange,orange
"M 6.8 - 35 km SSE of Uglegorsk, Russia",6.8,4/8/2000 21:13,0.0,7.0,green,green,0,711.0,us,593.0,0.0,0,mwc,10.0,48.786,142.246,"Uglegorsk, Russia",Russia,2000,4,Severe,green,green
"M 6.7 - 95 km S of Bengkulu, Indonesia",6.7,4/6/2000 16:39,0.0,5.0,green,green,0,691.0,us,147.0,0.0,0,mb,33.0,-4.646,102.102,"Bengkulu, Indonesia",Indonesia,2000,4,Moderate,green,green
"M 7.9 - 103 km S of Bengkulu, Indonesia",7.9,4/6/2000 16:28,0.0,8.0,green,green,0,960.0,us,379.0,0.0,0,mwc,33.0,-4.721,102.087,"Bengkulu, Indonesia",Indonesia,2000,4,Severe,green,green
